id,sc_id,presence,timestamp
492,93,1,1420348938094
493,94,0,1420367521801
494,95,1,1420340790371
495,96,1,1420359921385
496,97,0,1420346474648
497,98,1,1420362032145
498,99,1,1420346108033
499,100,1,1420413243423
500,101,1,1420360541308
501,102,0,1420366362662
502,103,1,1420357772980
503,104,1,1420355415787
504,105,0,1420363523351
505,106,1,1420368828571
506,107,1,1420371477595
507,108,0,1420412471693
508,109,1,1420412371918
509,110,1,1420336723277
510,111,0,1420379743852
511,112,0,1420391116493
512,113,1,1420402673958
513,114,1,1420378587368
514,115,0,1420394885778
515,116,1,1420369615608
516,117,0,1420404313193
517,118,0,1420414878219
518,119,1,1420335107013
519,120,1,1420377031568
520,121,1,1420346913741
521,122,1,1420399533372
522,123,1,1420334973238
523,124,1,1420378277656
524,125,1,1420370102416
525,126,1,1420368170374
526,127,1,1420402924829
527,128,1,1420367153019
528,129,1,1420367316459
529,130,1,1420415472983
530,131,1,1420410972388
531,132,1,1420352520962
532,133,1,1420339178048
533,1,1,1420428520127
534,2,1,1420431499729
535,3,1,1420450622909
536,4,1,1420493334230
537,5,1,1420481457524
538,6,1,1420477553766
539,7,1,1420419876287
540,8,1,1420482871381
541,9,0,1420464729263
542,10,1,1420424074631
543,11,1,1420429162745
544,12,1,1420426056712
545,13,1,1420465526045
546,14,1,1420431483443
547,15,1,1420443367723
548,16,0,1420417470604
549,17,1,1420464449743
550,18,1,1420482255922
551,19,1,1420447894335
552,20,1,1420455523562
553,21,1,1420417981688
554,22,1,1420432188663
555,23,1,1420427794067
556,24,1,1420479350211
557,25,1,1420432821674
558,26,1,1420489538416
559,27,1,1420467885615
560,28,1,1420491241296
561,29,0,1420448703481
562,30,1,1420485344595
563,31,1,1420437887043
564,32,1,1420440729655
565,33,0,1420448729990
566,34,1,1420484843081
567,35,0,1420433277659
568,36,0,1420416937400
569,37,1,1420476774359
570,38,1,1420427343706
571,39,0,1420475340651
572,40,1,1420488958717
573,41,1,1420470984459
574,42,0,1420424148025
575,43,1,1420497910720
576,44,1,1420469991405
577,45,1,1420437905328
578,46,1,1420448884218
579,47,1,1420468697035
580,48,1,1420452864854
581,49,1,1420431124403
582,50,1,1420453607535
583,51,1,1420443647619
584,52,1,1420416229685
585,53,1,1420449485473
586,54,0,1420460900857
587,55,1,1420477444383
588,56,1,1420482473313
589,57,1,1420467445594
590,58,1,1420494471327
591,59,1,1420428595953
592,60,1,1420447802418
593,61,1,1420427332252
594,62,1,1420477830507
595,63,1,1420446952699
596,64,1,1420463035792
597,65,1,1420434864998
598,66,0,1420429015922
599,67,0,1420420416392
600,68,1,1420458735780
601,69,1,1420438154980
602,70,1,1420480554266
603,71,1,1420484426493
604,72,1,1420478512543
605,73,1,1420467097445
606,74,1,1420444706356
607,75,0,1420480105495
608,76,0,1420423408453
609,77,1,1420454501653
610,78,1,1420491405137
611,79,1,1420432910884
612,80,1,1420452238102
613,81,1,1420417726978
614,82,1,1420487986580
615,83,1,1420424113093
616,84,1,1420476723223
617,85,1,1420485201920
618,86,1,1420434684291
619,87,1,1420502033263
620,88,1,1420443676302
621,89,0,1420469442953
622,90,1,1420455959367
623,91,1,1420470531753
624,92,1,1420486912352
625,93,1,1420474052757
626,94,1,1420466838961
627,95,1,1420457036612
628,96,1,1420433407925
629,97,1,1420486193171
630,98,1,1420459780624
631,99,1,1420434725157
632,100,1,1420447368728
633,101,1,1420490877787
634,102,0,1420448428279
635,103,1,1420450335650
636,104,1,1420468932687
637,105,0,1420456807825
638,106,1,1420440830105
639,107,1,1420427985704
640,108,1,1420500810485
641,109,1,1420473846074
642,110,1,1420482953431
643,111,1,1420441992770
644,112,1,1420480413382
645,113,1,1420446844466
646,114,1,1420477557901
647,115,1,1420451210577
648,116,1,1420485724657
649,117,1,1420478802060
650,118,1,1420481859521
651,119,1,1420482007637
652,120,1,1420492437178
653,121,1,1420459438806
654,122,0,1420442207954
655,123,1,1420447710398
656,124,1,1420464999176
657,125,1,1420463743879
658,126,1,1420420769121
659,127,1,1420484168349
660,128,0,1420444537915
661,129,1,1420462992895
662,130,0,1420432047558
663,131,1,1420476162181
664,132,1,1420494664009
665,133,1,1420421859961
666,1,1,1420586477627
667,2,1,1420562111066
668,3,1,1420511146772
669,4,1,1420567518328
670,5,1,1420504654205
671,6,1,1420525688086
672,7,0,1420576868269
673,8,1,1420521201480
674,9,1,1420504846844
675,10,0,1420582738010
676,11,1,1420569793708
677,12,1,1420564469752
678,13,1,1420575740025
679,14,1,1420582269897
680,15,1,1420539125049
681,16,1,1420506224029
682,17,0,1420510845756
683,18,1,1420538061386
684,19,1,1420574509473
685,20,1,1420580916627
686,21,1,1420571124465
687,22,1,1420572355156
688,23,0,1420532854339
689,24,0,1420524098880
690,25,1,1420516223767
691,26,1,1420512001317
692,27,1,1420504973096
693,28,1,1420558465453
694,29,1,1420583841278
695,30,1,1420535602527
696,31,1,1420540623387
697,32,1,1420558020412
698,33,1,1420541201531
699,34,1,1420584695854
700,35,1,1420548785213
701,36,1,1420537804374
702,37,1,1420534356722
703,38,1,1420560269548
704,39,1,1420544544455
705,40,1,1420572086625
706,41,1,1420541516894
707,42,1,1420523756946
708,43,0,1420534516952
709,44,1,1420529993484
710,45,1,1420557621681
711,46,1,1420521084493
712,47,1,1420522093587
713,48,0,1420566243477
714,49,1,1420565259851
715,50,1,1420503380255
716,51,1,1420523471532
717,52,1,1420587343039
718,53,0,1420511000351
719,54,1,1420507162714
720,55,1,1420571247708
721,56,1,1420544920080
722,57,1,1420583939496
723,58,1,1420575011919
724,59,0,1420528106475
725,60,1,1420555128284
726,61,1,1420535030680
727,62,1,1420559832700
728,63,1,1420578699293
729,64,1,1420548952120
730,65,1,1420544093637
731,66,1,1420527145265
732,67,1,1420502439002
733,68,1,1420527603445
734,69,1,1420545576281
735,70,1,1420570335430
736,71,1,1420559881093
737,72,1,1420549564714
738,73,1,1420557117449
739,74,1,1420546671243
740,75,1,1420536390029
741,76,1,1420575016837
742,77,0,1420538381094
743,78,1,1420574078047
744,79,1,1420503971308
745,80,1,1420538460284
746,81,0,1420503783868
747,82,0,1420514193306
748,83,0,1420540002663
749,84,0,1420557567018
750,85,1,1420554075446
751,86,1,1420547127810
752,87,1,1420558840022
753,88,1,1420541222425
754,89,1,1420568936594
755,90,1,1420524518812
756,91,1,1420535136693
757,92,1,1420565349605
758,93,1,1420548310987
759,94,1,1420551247002
760,95,1,1420503173584
761,96,1,1420513233005
762,97,1,1420523947344
763,98,1,1420510028814
764,99,1,1420514158642
765,100,1,1420553569277
766,101,1,1420576827268
767,102,1,1420557556106
768,103,1,1420565248134
769,104,1,1420554648827
770,105,1,1420537280607
771,106,0,1420537329121
772,107,1,1420584477274
773,108,1,1420575432926
774,109,1,1420539797651
775,110,1,1420508643715
776,111,0,1420581375632
777,112,1,1420585026935
778,113,0,1420509363497
779,114,1,1420567496103
780,115,0,1420581810087
781,116,1,1420536081562
782,117,1,1420509659297
783,118,1,1420587865642
784,119,1,1420581042683
785,120,1,1420554991811
786,121,1,1420556280713
787,122,1,1420555247552
788,123,0,1420548614381
789,124,0,1420523754717
790,125,1,1420576688990
791,126,0,1420545915289
792,127,1,1420546475995
793,128,1,1420535059715
794,129,1,1420585160123
795,130,1,1420515556511
796,131,1,1420553553690
797,132,1,1420576077187
798,133,1,1420579488488
799,1,1,1420646295749
800,2,0,1420675190450
801,3,1,1420643002401
802,4,1,1420599068295
803,5,1,1420645282145
804,6,1,1420608940748
805,7,1,1420611576547
806,8,1,1420626474486
807,9,1,1420622356618
808,10,1,1420590757212
809,11,1,1420588800362
810,12,1,1420641294920
811,13,1,1420669585347
812,14,0,1420638824546
813,15,1,1420601767286
814,16,1,1420672767305
815,17,1,1420665844225
816,18,1,1420589707640
817,19,1,1420594723918
818,20,1,1420625401919
819,21,1,1420667424650
820,22,1,1420590392550
821,23,1,1420660561521
822,24,1,1420615135239
823,25,1,1420622329114
824,26,1,1420626951782
825,27,1,1420611792400
826,28,1,1420649639351
827,29,1,1420635116774
828,30,1,1420649639872
829,31,1,1420600879561
830,32,1,1420635281834
831,33,1,1420638415649
832,34,1,1420655245192
833,35,1,1420657150059
834,36,1,1420641430530
835,37,1,1420674094456
836,38,1,1420626069278
837,39,1,1420633723507
838,40,1,1420659193599
839,41,1,1420631868966
840,42,1,1420651589398
841,43,0,1420600192308
842,44,1,1420641287030
843,45,1,1420603392684
844,46,0,1420634097050
845,47,1,1420622622550
846,48,1,1420620117168
847,49,0,1420617685598
848,50,1,1420602524317
849,51,1,1420646250233
850,52,0,1420634886987
851,53,1,1420643430881
852,54,1,1420605083185
853,55,1,1420645394979
854,56,1,1420629435733
855,57,1,1420633142922
856,58,1,1420620089483
857,59,1,1420648519602
858,60,1,1420624517658
859,61,1,1420607719240
860,62,1,1420633847361
861,63,1,1420619615336
862,64,0,1420669644862
863,65,0,1420631669407
864,66,1,1420666033247
865,67,1,1420600507919
866,68,1,1420605638359
867,69,0,1420643718636
868,70,1,1420625647031
869,71,1,1420636458983
870,72,1,1420589329913
871,73,1,1420647549427
872,74,0,1420651084161
873,75,1,1420591803015
874,76,1,1420668679132
875,77,1,1420635748283
876,78,1,1420642528832
877,79,1,1420667142135
878,80,1,1420642039771
879,81,1,1420594069414
880,82,1,1420638693289
881,83,1,1420591347643
882,84,1,1420596583949
883,85,0,1420603905490
884,86,1,1420640845539
885,87,0,1420652541604
886,88,1,1420610807907
887,89,1,1420655572557
888,90,1,1420604020242
889,91,1,1420621998967
890,92,1,1420639525129
891,93,1,1420667664358
892,94,1,1420633028552
893,95,1,1420621536220
894,96,1,1420631344790
895,97,1,1420644738060
896,98,0,1420632649781
897,99,1,1420669948505
898,100,0,1420632271788
899,101,0,1420612944500
900,102,1,1420645093855
901,103,1,1420628797612
902,104,0,1420651546873
903,105,1,1420662044476
904,106,1,1420609891962
905,107,0,1420652407578
906,108,1,1420673514591
907,109,1,1420649542465
908,110,0,1420618861015
909,111,1,1420603960233
910,112,1,1420623361231
911,113,1,1420638339815
912,114,0,1420594455021
913,115,1,1420641989042
914,116,0,1420670240053
915,117,1,1420668889875
916,118,1,1420633049304
917,119,1,1420602404982
918,120,1,1420658491672
919,121,1,1420668316198
920,122,1,1420633185569
921,123,0,1420649119357
922,124,1,1420658030416
923,125,1,1420609487031
924,126,1,1420638423600
925,127,1,1420633005258
926,128,1,1420634504766
927,129,1,1420671419055
928,130,1,1420672405840
929,131,1,1420634936517
930,132,0,1420667109637
931,133,1,1420616651240
932,1,1,1420718400407
933,2,1,1420677784243
934,3,1,1420704789172
935,4,1,1420748657490
936,5,1,1420727567763
937,6,0,1420741597314
938,7,1,1420678449157
939,8,1,1420722660489
940,9,1,1420743919875
941,10,0,1420694974475
942,11,0,1420695251804
943,12,1,1420747546504
944,13,1,1420686547594
945,14,1,1420695626440
946,15,1,1420745084350
947,16,0,1420717158070
948,17,1,1420686381495
949,18,0,1420695778161
950,19,1,1420713913829
951,20,1,1420714440526
952,21,1,1420701913212
953,22,1,1420734797152
954,23,1,1420688098621
955,24,1,1420735389604
956,25,1,1420744721626
957,26,1,1420684133826
958,27,1,1420754039030
959,28,1,1420714955397
960,29,1,1420738691378
961,30,1,1420738458453
962,31,1,1420696922388
963,32,0,1420708644254
964,33,1,1420701832708
965,34,1,1420707887989
966,35,0,1420740352363
967,36,1,1420701473266
968,37,1,1420712066404
969,38,1,1420710147562
970,39,0,1420716774856
971,40,1,1420702839859
972,41,1,1420714714755
973,42,1,1420686466104
974,43,1,1420747176823
975,44,1,1420702749629
976,45,0,1420715726673
977,46,1,1420751277778
978,47,1,1420688534971
979,48,1,1420747712668
980,49,1,1420711766386
981,50,0,1420752408393
982,51,1,1420689005847
983,52,1,1420731279628
984,53,0,1420687015373
985,54,1,1420703686713
986,55,1,1420755611234
987,56,1,1420726518614
988,57,1,1420712248907
989,58,1,1420676640984
990,59,1,1420711164364
991,60,1,1420717483864
992,61,1,1420735432820
993,62,1,1420679426651
994,63,1,1420697129566
995,64,1,1420731362328
996,65,1,1420749220159
997,66,1,1420704333870
998,67,0,1420759237985
999,68,1,1420683301741
1000,69,0,1420707597501
1001,70,1,1420685413039
1002,71,1,1420700815456
1003,72,1,1420713919142
1004,73,1,1420732461811
1005,74,1,1420728417992
1006,75,1,1420751577600
1007,76,0,1420680255962
1008,77,0,1420745214427
1009,78,1,1420685766593
1010,79,1,1420686887918
1011,80,0,1420754262558
1012,81,1,1420724404984
1013,82,1,1420739258206
1014,83,1,1420741417865
1015,84,0,1420691510359
1016,85,1,1420731895175
1017,86,1,1420738072545
1018,87,1,1420721638201
1019,88,1,1420717572324
1020,89,1,1420735296576
1021,90,1,1420716764952
1022,91,1,1420679597521
1023,92,0,1420682687986
1024,93,1,1420702032737
1025,94,1,1420713418568
1026,95,0,1420760328193
1027,96,0,1420701667970
1028,97,1,1420715389095
1029,98,1,1420701404694
1030,99,1,1420703932023
1031,100,1,1420705725866
1032,101,1,1420746420176
1033,102,0,1420744181292
1034,103,1,1420749970728
1035,104,1,1420717270172
1036,105,1,1420731372168
1037,106,1,1420704380569
1038,107,1,1420716405501
1039,108,1,1420712550110
1040,109,0,1420734424026
1041,110,1,1420759816188
1042,111,0,1420760034821
1043,112,1,1420759204609
1044,113,1,1420751922652
1045,114,0,1420761230681
1046,115,1,1420685191536
1047,116,1,1420686778878
1048,117,1,1420719547183
1049,118,1,1420712793911
1050,119,1,1420675765894
1051,120,1,1420703867453
1052,121,1,1420724904565
1053,122,1,1420715027678
1054,123,1,1420677667049
1055,124,1,1420758700051
1056,125,0,1420751609392
1057,126,1,1420690510584
1058,127,1,1420700200762
1059,128,0,1420708608050
1060,129,1,1420746988286
1061,130,1,1420698958479
1062,131,1,1420686101521
1063,132,1,1420715659276
1064,133,0,1420726139988
1065,1,1,1420805040164
1066,2,1,1420827592480
1067,3,1,1420820477759
1068,4,0,1420776427833
1069,5,1,1420806445288
1070,6,1,1420782941943
1071,7,1,1420781288730
1072,8,1,1420844295284
1073,9,1,1420841163288
1074,10,1,1420794280074
1075,11,1,1420782245180
1076,12,1,1420808948454
1077,13,0,1420843851287
1078,14,1,1420769926901
1079,15,1,1420800977641
1080,16,1,1420776106417
1081,17,1,1420768600381
1082,18,1,1420807821842
1083,19,1,1420822315889
1084,20,1,1420818300924
1085,21,1,1420825790627
1086,22,1,1420778179755
1087,23,1,1420775860725
1088,24,1,1420831295792
1089,25,1,1420792067824
1090,26,1,1420808819858
1091,27,1,1420804812612
1092,28,1,1420837666257
1093,29,1,1420788778500
1094,30,1,1420773529490
1095,31,0,1420771678482
1096,32,1,1420780389297
1097,33,1,1420834678486
1098,34,1,1420804663562
1099,35,0,1420820723196
1100,36,1,1420800647371
1101,37,1,1420781954708
1102,38,1,1420819114779
1103,39,1,1420766149406
1104,40,1,1420844988993
1105,41,1,1420785528775
1106,42,0,1420797534077
1107,43,0,1420827217500
1108,44,1,1420824510866
1109,45,1,1420814616739
1110,46,1,1420779848166
1111,47,1,1420766267262
1112,48,1,1420823553903
1113,49,0,1420762950755
1114,50,0,1420814379075
1115,51,1,1420798244552
1116,52,1,1420833852732
1117,53,1,1420818874343
1118,54,1,1420802090869
1119,55,0,1420825125179
1120,56,0,1420841087722
1121,57,1,1420820088583
1122,58,1,1420781755984
1123,59,1,1420846719643
1124,60,1,1420775017310
1125,61,1,1420782462350
1126,62,1,1420820526767
1127,63,1,1420773765064
1128,64,0,1420766396195
1129,65,1,1420802662136
1130,66,1,1420809132447
1131,67,1,1420830135520
1132,68,1,1420842910871
1133,69,1,1420832724406
1134,70,1,1420835377943
1135,71,1,1420842818638
1136,72,1,1420833744726
1137,73,1,1420828512470
1138,74,1,1420770861754
1139,75,1,1420794771425
1140,76,1,1420801778733
1141,77,1,1420788795815
1142,78,1,1420816720948
1143,79,0,1420839673753
1144,80,1,1420798522187
1145,81,1,1420806889520
1146,82,1,1420816739265
1147,83,1,1420831829166
1148,84,1,1420830124301
1149,85,1,1420837085554
1150,86,1,1420776704826
1151,87,0,1420790261944
